outer_fold,loss_w_mask,train_time_sec,thr_cls_from_val_sel,val_sel_best_bacc,val_sel_best_f1m,test_pr_auc,test_roc_auc,test_bacc,test_f1_1,test_f1_macro,test_prec1,test_rec1,test_cm_TN_FP_FN_TP,test_dice_global,test_dice_pos_mean,test_miou,test_pix_specificity,test_pix_f1,test_pix_prec,test_pix_rec,hp_lr,hp_weight_decay,hp_dropout_rate,hp_dec_ch
2,2.5,309.0188374998979,0.9360640000000001,0.9349442379182156,0.8994740281970683,0.9936996602403576,0.984337571402248,0.9206744057490326,0.9411764705882353,0.9041142468548113,0.968421052631579,0.9154228855721394,"[75, 6, 17, 184]",0.8574184559323533,0.8870708693319292,0.8667641077210395,0.9895365763485856,0.8574184554328036,0.8301162284081782,0.8865776805365079,0.0003527134719514,1.1666020282617676e-07,0.2079286501910894,256
2,3.0,320.2626552999718,0.9600400000000001,0.9127063866840819,0.8940114848236259,0.9854593522854744,0.9648056016215221,0.9108162889257416,0.9390862944162437,0.8989549119140041,0.9585492227979274,0.9203980099502488,"[73, 8, 16, 185]",0.8049673903333694,0.8439410195421817,0.8255783182909993,0.9881802578328234,0.8049673898332768,0.7983912199214341,0.8116527933677757,0.0003527134719514,1.1666020282617676e-07,0.2079286501910894,256
3,0.5,322.0151564000407,0.9800200000000001,0.933201494177104,0.9176646362487071,0.9876912330325744,0.966006216006216,0.9112276612276612,0.9226666666666666,0.879412429378531,0.9774011299435028,0.8737373737373737,"[74, 4, 25, 173]",0.776856917209365,0.8111607281848637,0.8035278327786961,0.9838525290421021,0.7768569167096923,0.7539231046944053,0.8012297651848796,0.000384523273245,1.1901176389191731e-06,0.1385861494625845,256
3,1.0,325.1446621000068,0.364636,0.9503248893492796,0.9417604337546113,0.9943199789495156,0.983941983941984,0.9621212121212122,0.9606299212598425,0.9364553115071141,1.0,0.9242424242424242,"[78, 0, 15, 183]",0.837104157129135,0.8425978650950422,0.8503666375545236,0.9927069383715782,0.8371041566298305,0.8720289184375206,0.8048691449878739,0.000384523273245,1.1901176389191731e-06,0.1385861494625845,256
3,1.5,327.0818476000568,0.9680320000000001,0.9494773519163764,0.9312866873842484,0.9946021357536898,0.9845894845894846,0.9545454545454546,0.9523809523809523,0.9244663382594417,1.0,0.9090909090909091,"[78, 0, 18, 180]",0.8707353334552529,0.8721311742609198,0.877765692462397,0.9932902299654708,0.8707353329553424,0.887217454058093,0.854854431016306,0.000384523273245,1.1901176389191731e-06,0.1385861494625845,256
3,2.0,323.8575275000185,0.9480520000000001,0.9603540823053018,0.9500266817339988,0.9969393629862207,0.9919062419062419,0.9557109557109558,0.9581151832460733,0.9319987680936248,0.9945652173913043,0.9242424242424242,"[77, 1, 15, 183]",0.8723801887059123,0.8836221887607767,0.8792573032898491,0.9942529524345177,0.8723801882063286,0.900848528137668,0.845656025836988,0.000384523273245,1.1901176389191731e-06,0.1385861494625845,256
3,2.5,321.14378939999733,0.9960040000000001,0.9523652572433061,0.9366025713960633,0.9939354155925684,0.9832944832944833,0.9481351981351982,0.9498680738786279,0.9200207421416261,0.994475138121547,0.9090909090909091,"[77, 1, 18, 180]",0.8767414402318374,0.8884114833793255,0.8826835653164673,0.9921257168188312,0.8767414397317671,0.8734337260314475,0.8800743024522033,0.000384523273245,1.1901176389191731e-06,0.1385861494625845,256
3,3.0,322.22741559997667,0.9980020000000001,0.9575917380795429,0.9500266817339988,0.9959424585148131,0.9891867391867392,0.952020202020202,0.9496021220159151,0.9205153467222433,1.0,0.9040404040404041,"[78, 0, 19, 179]",0.8843093680167126,0.9045166824803208,0.8891807626632613,0.9925585087546256,0.8843093675166491,0.8805150136398093,0.8881365655231147,0.000384523273245,1.1901176389191731e-06,0.1385861494625845,256
4,0.5,328.79684800002724,0.296704,0.9471122994652406,0.9233895549685023,0.9871133168148208,0.9642579642579643,0.8918026418026418,0.9246753246753247,0.8755113150322731,0.9518716577540107,0.898989898989899,"[69, 9, 20, 178]",0.7856623662061993,0.8087267249521582,0.8103249573696378,0.9905037060811517,0.7856623657080136,0.8379572690003142,0.7395112436684779,0.0004896851255704,1.8871612203906618e-05,0.2337853276934768,256
4,1.0,327.02011789998505,0.9540460000000001,0.9709090909090909,0.9540660029241802,0.9909978262922541,0.9761072261072261,0.9188034188034188,0.9312169312169312,0.8908958219303047,0.9777777777777777,0.8888888888888888,"[74, 4, 22, 176]",0.8367126235777466,0.8638288469025583,0.8492583430776605,0.9915661396261144,0.8367126230781659,0.8645445427122989,0.8106167782993478,0.0004896851255704,1.8871612203906618e-05,0.2337853276934768,256
