checkpoint,dataset,kind,n_samples,n_bonafide,n_attack,pr_auc,roc_auc,bacc,f1_1,f1_macro,prec1,rec1,cm_TN_FP_FN_TP,dice_global,dice_pos_mean,miou,pix_specificity,pix_f1,pix_prec,pix_rec
model_seg_only_seed42.pt,sidtd,templates,2222,1000,1222,0.5316583693806043,0.4935822422258593,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.007124974131195698,0.01441212229735838,0.4812801767662483,0.96199473465767,0.007124973984963232,0.0038693091024877492,0.04492625029439622
model_seg_only_seed43.pt,sidtd,templates,2222,1000,1222,0.551933281653461,0.49174877250409166,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.004775084270634449,0.007018042323683747,0.47507048599673,0.9507427871147035,0.0047750841534716015,0.002546409469713052,0.038268785224863926
model_seg_only_seed44.pt,sidtd,templates,2222,1000,1222,0.5544642399856352,0.4974476268412439,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.0021792022001523993,0.004536983318908402,0.4603434538305456,0.9225368648923107,0.002179202122048046,0.0011357689473714743,0.0268051287949741
model_seg_only_seed45.pt,sidtd,templates,2222,1000,1222,0.5429064037068988,0.4961783960720131,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.003979508827593016,0.00596845216026117,0.4636090546155635,0.9281259840751102,0.003979508744016768,0.0020805330722546696,0.04560267722659468
model_seg_only_seed46.pt,sidtd,templates,2222,1000,1222,0.5556538392008007,0.5108670212765958,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.004678158356029354,0.01065036624603322,0.4661433343418051,0.9328442623079163,0.004678158267156866,0.0024532501654837735,0.05026098577586429
model_seg_only_seed47.pt,sidtd,templates,2222,1000,1222,0.5657330808930907,0.5071976268412439,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.008521173986724268,0.02017508713772619,0.47901437480102466,0.9566937660753453,0.008521173855946246,0.0045823862537513445,0.06067029253410873
model_seg_only_seed48.pt,sidtd,templates,2222,1000,1222,0.5457023119187819,0.4907659574468085,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.004097047650757713,0.008877410863931706,0.4674938842612138,0.9358715128904492,0.004097047558071963,0.002153264306962683,0.042113738313149955
model_seg_only_seed49.pt,sidtd,templates,2222,1000,1222,0.5585814539399591,0.5018068739770867,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.00420529185042314,0.009852082212934578,0.47343327593851403,0.9477533584919406,0.00420529173914102,0.0022345921323728177,0.03560963319585699
model_seg_only_seed50.pt,sidtd,templates,2222,1000,1222,0.5534714756228591,0.49990139116202953,0.5,0.7096399535423926,0.3548199767711963,0.54995499549955,1.0,"[0, 1000, 0, 1222]",0.009754558591457076,0.018490070493894884,0.4663460945503435,0.9305087405442176,0.009754558505511596,0.0051067274866856355,0.10855146047968772
model_seg_only_seed51.pt,sidtd,templates,2222,1000,1222,0.5475763689673059,0.4945871522094926,0.5,0.0,0.31036623215394166,0.0,0.0,"[1000, 0, 1222, 0]",0.0036991852079130295,0.007891064208644369,0.47231666488744284,0.9457777707627126,0.0036991851001967444,0.001961460822876046,0.03243015275746663
